Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
disney-princess-magical-movers-rapunzel,Disney Princess Magical Movers Rapunzel,"Play on a smooth, flat, hard surface and and pull string once or twice",DISNEY PRINCESS,,TOYS,"disney-princess, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY456,0.0,shopify,5,deny,manual,5.61,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/deee04fb62812c07d1cf7f680801c0cb.jpg?v=1676441557,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
disney-princess-rapunzels-magical-story-skirt-11-doll,"Disney Princess Rapunzel's Magical Story Skirt 11"" Doll","This Rapunzel doll has an enchanting tale to tell -- on her skirt -- and your little girl can magically brush the story to life. With Rapunzel's Magical Story Skirt, girls can use the included water wand to reveal Rapunzel and Flynn's lantern-lit boat ride on her skirt.",DISNEY PRINCESS,,TOYS,"disney-princess, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY455,0.0,shopify,13,deny,manual,31.80,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/0c5ed1e1cf5a5fcbeafc9e7c612795ac.jpg?v=1676441555,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
disney-princess-elena-of-avalor-11inch-adventure-princess-doll,Disney Princess Elena of Avalor 11inch Adventure Princess Doll,"Disney's Elena of Avalor must learn to be there for her family, her friends, and her kingdom -- all while growing up, going on adventures, and discovering her inner powers.",DISNEY PRINCESS,,TOYS,"disney-princess, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY454,0.0,shopify,14,deny,manual,14.03,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4325cda080935e0764494e2a6e611fe0.jpg?v=1676441554,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
disney-princess-little-kingdom-happily-ever-apple-cafe,Disney Princess Little Kingdom Happily Ever Apple Cafe,"Recommended for ages 4 years and upMade of PlasticIncludes: playset, doll, outfit, 3 snap-ins pieces, figure, stove, and 3 accessoriesBuild your little kingdom!",DISNEY PRINCESS,,TOYS,"disney-princess, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY453,0.0,shopify,7,deny,manual,14.97,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7bf2a43f91d7a5d0f6531481d6323927.jpg?v=1676441551,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
disney-princess-color-change-reveal-ariel,Disney Princess Color Change Reveal Ariel,Ariel's fins changes color when dipped in water!,DISNEY PRINCESS,,TOYS,"disney-princess, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY452,0.0,shopify,18,deny,manual,18.71,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3e6c1c8860cdd97731cb3fdeca076b92.jpg?v=1676441550,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
disney-princess-swimming-adventures-ariel,Disney Princess Swimming Adventures Ariel,Swimming Adventures Ariel swims on her own when placed in water! The movement of the doll's tail and fin is inspired by the magical movie moments of Ariel swiftly and fearlessly exploring the sea!,DISNEY PRINCESS,,TOYS,"disney-princess, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY451,0.0,shopify,2,deny,manual,28.06,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/6282b9f4d4c1de7b56e2df9fabeecad5.jpg?v=1676441548,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-tropical-treasures,Littlest Pet Shop Tropical Treasures,"If good things come in small packages, these pets must be mega awesome! Set of 5 Teensie-scale pets with sea-treasure habitats. And these habitats are definitely stylish they include a lighthouse, shell, and a pineapple.",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY450,0.0,shopify,15,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d7652af43b42583921de1bee7149c7ba.jpg?v=1676441546,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-single-pet,Littlest Pet Shop Single Pet,"Kids might imagine that she looks ready to gnaw on a tasty tree. or go swimming in the nearest creek, splashing her tail along the way!",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY449,0.0,shopify,12,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/349db24d945513c19c787974f732cdf3.jpg?v=1676441544,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-black-and-white,Littlest Pet Shop Black and White,"Say hello to puppies, kitties, bugs and more, all ready to show off their awesome deco! Set of assorted 8 pets is part of the Black and White POP! Special Collection.",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY448,0.0,shopify,15,deny,manual,8.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/df2d8a07611a102f524a67603d08a053.jpg?v=1676441543,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-eda-redfish-and-wally-walro,Littlest Pet Shop Eda Redfish and Wally Walro,It easy to imagine these two Aquatic pets spending the day calmly floating around or splashing each other until they both drenched!,LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY447,0.0,shopify,5,deny,manual,6.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4790137ad9312d0a709e0162316aa755.jpg?v=1676441541,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-chunky-waterfluff-and-mayor-perrito,Littlest Pet Shop Chunky Waterfluff and Mayor Perrito,"WHERE TO BUY
Are these two Dogs posed to take a quiet stroll about town, or could they be planning some sort of delightful mischief? Kids can imagine all sorts of stories starring this shaggy purple pup and his Chihuahua pal!",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY446,0.0,shopify,5,deny,manual,8.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c1f010a0c18f224276868a7dba791acc.jpg?v=1676441540,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-zoe-housemouse-and-fluffers-guinea,Littlest Pet Shop Zoe Housemouse and Fluffers Guinea,"It fun to imagine these Small Furry Pets enjoying quiet times together inside a cozy nook, making plans for lunch or maybe sharing a bit of juicy gossip!",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY445,0.0,shopify,2,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/df16186f62f6b484a189cb8b4f3dec53.jpg?v=1676441538,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-lynette-ladyfly-and-cy-flydragon,Littlest Pet Shop Lynette Ladyfly and Cy Flydragon,"It easy to imagine these beautiful Bugs fluttering high in the sky, watching the comings and goings of their many pet friends!",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY444,0.0,shopify,4,deny,manual,17.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e862ed5d12a6e155ca092d048103581d.jpg?v=1676441536,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-mini-2-pack,Littlest Pet Shop Mini 2-Pack,"A pair of fun felines known for their distinctive looks! Radar Snowcat sports tall, pointed ears, while his companion has a sweeter, softer appearance.",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY443,0.0,shopify,0,deny,manual,8.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/fd48ebde0cc1b39ea1bb3cfb9b50a9cc.jpg?v=1676441534,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-dash-horseton-and-may-duckly,Littlest Pet Shop Dash Horseton and May Duckly,"Well, here an interesting pair! What do a horse and a duck have in common, besides maybe growing up on the same Farm? Kids can make up all sorts of stories starring this dashing young colt and his downy duck companion.",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY442,0.0,shopify,18,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/8ebb62043e35f82cd34fa666551138db.jpg?v=1676441532,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
littlest-pet-shop-rainbow-friends,Littlest Pet Shop Rainbow Friends,"It's a fun way to play with (and wear!) these awesome Teensie scale pets -- each with sparkly deco in a different color of the rainbow, and complete with their own habitat to snuggle up in!",LITTLEST PET SHOP,,TOYS,"egnition-sample-data, littlest-pet-shop, toys",true,Title,Default Title,,,,,TOY441,0.0,shopify,5,deny,manual,11.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/582da4e69ca40124181d962b291aa4e9.jpg?v=1676441530,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pirate-ship-bath-toy,Pirate Ship Bath Toy,"Ahoy there, ship mates! Sail the high seas and have lots of bathtime fun with Pirate Pete aboard the Pirate Ship. Pirate Pete can climb the mast for a bird's-eye view over the bubbles.",TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY440,0.0,shopify,0,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7dfd4266ec51ef3f06ddbdf977f339a1.jpg?v=1676441528,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pic-and-pop-ball-blaster,Pic and Pop Ball Blaster,The Pic N Pop Ball Blaster is a unique walk-behind toy that gets your little one moving. One click of the button launches a colorful ball from the chute.,TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY439,0.0,shopify,14,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ac0bd9c8693609cd544744d0265fd12b.jpg?v=1676441526,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
paddling-puppy,Paddling Puppy,The Paddling Puppy really loves to splash and row! Watch as the oars dip into the surf either side of the raft!,TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY438,0.0,shopify,19,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/31949f3f704e8c2b304f089ef5dac56f.jpg?v=1676441524,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
octopal-squirters,Octopal Squirters,"Wonderful, colorful, floating bath island toy, featuring Mommy octopus that acts as a pouring cup, and her eight little babies that can stick to the sides of the bath or tiles.",TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY437,0.0,shopify,5,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/10681c545c7f54319cf7ddd2593d5ea5.jpg?v=1676441523,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hide-and-squeak-eggs,Hide and Squeak Eggs,Two matching games in one! Includes six different eggs with unique colors and shapes.	Improves manual dexterity and promotes recognition of colors and shapes.,TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY436,0.0,shopify,0,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/71d97f17844a07c792ea49a02a20acf5.jpg?v=1676441521,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
gearation-refrigerator-magnets,Gearation Refrigerator Magnets,"Your little builder will love this Gearation Refrigerator Magnets set that includes five colorful, turning, interlocking gears.",TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY435,0.0,shopify,17,deny,manual,17.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b833824523bbd8a4a71bff9430d55cc2.jpg?v=1676441519,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
foam-cone-factory,Foam Cone Factory,Make bath time extra fun with the Foam Cone Factory! Attach it to your bathroom wall with its suction pads. Kids will love making their own pretend ice cream! ,TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY434,0.0,shopify,12,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e37999c593da4b470e63f21adb06eab4.jpg?v=1676441517,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
do-re-mi-dolphins,Do Re Mi Dolphins,Bath time will be fun time with the Do Re Mi Dolphins. Tap the dolphins on the head to hear different musical notes and make your own tunes. ,TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY433,0.0,shopify,11,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/25b3103c60b713a91875b5c664a39a8f.jpg?v=1676441514,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
constructable-vehicles,Constructable Vehicles,"It's a train. It's a plane, a helicopter, a race car--it's all these things.This motorized building playset for kids allows them to build planes, cars, helicopters and more. ",TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Title,Default Title,,,,,TOY432,0.0,shopify,9,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b9dcafcfbf7f9c73e05f05bc04bccb16.jpg?v=1676441512,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
activity-auto,Activity Auto,"Lots of fun activities to keep little minds and little hands active! Includes a working key, steering wheel, horn, window and doors plus shape sorting.",TOMY TOYS,,TOYS,"egnition-sample-data, tomy-toys, toys",true,Size,Medium,,,,,TOY431,0.0,shopify,7,deny,manual,14.99,,true,true,"",https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e53f487d4e5c781e65b936c1e96d2eea.jpg?v=1676441510,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
2014-holiday-barbie-ornament-african-american,2014 Holiday Barbie Ornament African-American,2014 Holiday Barbie OrnamentbAfrican-American,AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY430,0.0,shopify,18,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/5e7199acf47f527cdad1fdbcf5d85655.jpg?v=1676441509,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-construx-welliewishers-peekaboo-picnic,Mega Construx WellieWishers Peekaboo Picnic,"You won't guess who's playing hide-and seek at Ashlyn's perfect picnic!It's the perfect day for a picnic, but what will Ashlyn do when an unexpected guest peaks out of the bushes? Go for a playful game of peekaboo, of course!",AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY429,0.0,shopify,8,deny,manual,11.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c5d260aea2c71c2fd0743c93396a7961.jpg?v=1676441506,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-american-girl-nicki-horse-stables,Mega Bloks American Girl Nicki Horse Stables,"Nicki truly appreciates the great outdoors, and now you can too with Nicki Horse Stables by Mega Bloks American Girl!",AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY428,0.0,shopify,8,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4ad47eca7d58449b994381529d752b20.jpg?v=1676441504,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-american-girl-grace-2-in-1-buildable-home,Mega Bloks American Girl Grace 2-in-1 Buildable Home,"You have two gorgeous design choices with Grace 2-in-1 Buildable Home by Mega Bloks American Girl! Choose to build Grace Home, or her Patisserie and Slumber Party with this deluxe 2-in-1 set!",AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY427,0.0,shopify,9,deny,manual,59.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/944c5efe371a37e40392c34adfe94999.jpg?v=1676441502,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-american-girl-saige-art-studio-1,Mega Bloks American Girl Saige Art Studio,"There nothing Saige loves more than painting, and now you can help her create a masterpiece when you build Saige Art Studio by Mega Bloks American Girl!",AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY426,0.0,shopify,10,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/78dd4addeddf74ab1930e4abd48b5905_8aae2cd9-fa1b-4465-bd17-14c946538b35.jpg?v=1676441500,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-american-girl-isabelle-ballet-recital-1,Mega Bloks American Girl Isabelle Ballet Recital,It time to draw back the curtain on Isabelle Ballet Recital by Mega Bloks American Girl and put on the perfect performance!,AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY425,0.0,shopify,4,deny,manual,32.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/865b78dcbec65d4297ffdf67c7d52f84_58c7399e-f623-4b4d-ada6-f38fb1c04593.jpg?v=1676441498,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-american-girl-saige-art-studio,Mega Bloks American Girl Saige Art Studio,"There nothing Saige loves more than painting, and now you can help her create a masterpiece when you build Saige Art Studio by Mega Bloks American Girl!",AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY424,0.0,shopify,0,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/78dd4addeddf74ab1930e4abd48b5905.jpg?v=1676441497,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-american-girl-isabelle-ballet-recital,Mega Bloks American Girl Isabelle Ballet Recital,It time to draw back the curtain on Isabelle Ballet Recital by Mega Bloks American Girl and put on the perfect performance!,AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY423,0.0,shopify,11,deny,manual,32.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/865b78dcbec65d4297ffdf67c7d52f84.jpg?v=1676441495,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-american-girl-white-top-and-purple-skirt-mini-figure,Mega Bloks American Girl White Top and Purple Skirt Mini Figure,"Every girl has a story, and yours begins when you build and style your Collectable Figures by Mega Bloks American Girl!",AMERICAN GIRL,,TOYS,"american-girl, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY422,0.0,shopify,8,deny,manual,1.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/cdf0425df22445e1c348beee2a40d090.jpg?v=1676441493,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
